Date,Open,High,Low,Close,Volume
2011-07-18,424.1181774682333,425.5959411527916,414.6235638340537,415.6395263671875,3125208
2011-07-19,414.36497011697503,424.1736456062224,413.86623384245485,421.1811828613281,2195292
2011-07-20,424.8572751731966,425.5222872082365,415.62124745204017,418.3735656738281,2807746
2011-07-21,418.2071719771682,418.39189245949024,413.7923704887803,414.7159729003906,1850624
2011-07-22,416.26766500978533,421.64304983469054,416.1753047557339,418.7244567871094,2090442
2011-07-25,419.3155235867489,422.64049249624736,414.9376568754647,421.12579345703125,4740714
2011-07-26,421.088865938108,425.57753796830184,416.4523633919496,422.8806457519531,3968722
2011-07-27,424.46910474607796,426.57494493836015,420.479170077874,423.80413818359375,2024290
2011-07-28,422.2669414090624,424.08195748112894,414.9698904202417,418.39617919921875,4093814
2011-07-29,419.67409274487926,423.0077792715376,415.46995266835245,421.1557312011719,1719138
2011-08-01,423.15609861254705,425.93417167957267,416.74799198486147,420.5076599121094,1982346
2011-08-02,418.7481099291374,420.0445437060078,415.6922303122286,418.8036804199219,2025292
2011-08-03,414.85879432325487,416.9701111722419,405.72818770856134,411.2843322753906,3064246
2011-08-04,411.17323508116687,414.67358805966626,404.1539453399151,405.91339111328125,3049294
2011-08-05,397.5051008809404,397.81994002117983,380.7810971524887,391.8748474121094,5269388
2011-08-08,374.5583903643372,382.7629537837189,369.15039377608394,372.3914794921875,6549306
2011-08-09,357.4453022698461,364.92758151253713,351.037220025367,357.3712158203125,8159270
2011-08-10,370.0392772911443,374.8546032218599,360.704948657693,364.50164794921875,5949080
2011-08-11,363.00144373242824,364.2608455396019,356.70447991258,362.3902587890625,2900464
2011-08-12,366.90935649352326,367.4094231978719,347.25912467990617,350.8335876464844,4169084
2011-08-16,358.18613419259,362.3902747079025,354.1301439735639,360.6308288574219,2983568
2011-08-17,360.96429466337025,373.89160374121167,359.2974508193629,370.3727111816406,4557892
2011-08-18,372.5951366034193,373.8545160535273,354.8525024382986,356.4637756347656,3619896
2011-08-19,349.29622999915176,350.7593523452458,335.22066611795583,344.09197998046875,5443614
2011-08-22,344.11061727183585,344.4810269782641,334.1095551982733,340.05462646484375,3528922
2011-08-23,341.0918150670359,365.96483924734747,340.9066101888743,363.5942077636719,4874670
2011-08-24,362.2605913372178,362.2605913372178,353.7411704775491,356.5562744140625,3194790
