Date,Open,High,Low,Close,Volume
2011-07-18,191.51757447093703,193.63629839211154,187.2616198102174,187.7797393798828,8426639
2011-07-19,188.95006722374154,189.1671526310619,184.60856285872788,185.731689453125,15781460
2011-07-20,186.87372032826568,187.94022495180488,181.98480025283772,182.8814239501953,9583774
2011-07-21,183.64586719752904,185.9204459598052,181.72994368145157,184.4197998046875,6784341
2011-07-22,186.30742676943726,189.70513237080263,185.06159458955642,188.1855926513672,10848728
2011-07-25,187.62874311541012,191.0075843397095,186.326303388063,189.96939086914062,6866089
2011-07-26,190.25253546600067,191.23409228751933,182.27737537430042,183.67420959472656,9788931
2011-07-27,184.04230072043148,184.58026909382812,179.00236426868196,180.77671813964844,8775628
2011-07-28,179.68190159851613,182.34344694741944,178.46439499935252,179.4553985595703,8238114
2011-07-29,179.11564672944093,180.43698013898654,177.4356725421896,178.96463012695312,6880178
2011-08-01,180.26706519562146,182.52276537358532,179.44595708535994,181.4940185546875,5798914
2011-08-02,180.27648241425632,181.7582496375951,179.32323676656594,180.53131103515625,8020515
2011-08-03,178.3794266670525,178.3794266670525,173.9057847440242,175.1988067626953,9026071
2011-08-04,174.1700802553912,175.283760225708,171.83887912972233,172.51841735839844,18964954
2011-08-05,165.9211867825681,168.3750932646688,164.2223486030103,167.92205810546875,12329189
2011-08-08,164.4205458196875,164.59987345558287,155.49214014521525,156.2377471923828,15712513
2011-08-09,149.68771808166684,154.97302118897647,147.99829762276534,149.8859100341797,25192785
2011-08-10,155.6336915907341,160.33385090467127,154.02921889274774,159.35227966308594,15591080
2011-08-11,156.4831364526046,162.89158158043696,154.2180041454867,160.25836181640625,19839717
2011-08-12,160.62643889428531,160.62643889428531,149.70659419442217,151.00904846191406,26623265
2011-08-16,153.2930758409121,154.76542573024398,150.0746976118053,151.30165100097656,11608592
2011-08-17,150.82029037229577,151.03736123406858,145.74261092734469,147.01675415039062,12842158
2011-08-18,148.49854630152134,148.61180511312304,141.1746123389034,141.95797729492188,12730058
2011-08-19,139.16430226075613,139.64563399384554,132.53877124589658,134.46414184570312,28247800
2011-08-22,135.04928433759866,140.07977385607126,132.13292499601127,139.11709594726562,22426448
2011-08-23,138.73956256218756,140.98583043641074,134.96433736021066,137.34274291992188,18259149
2011-08-24,137.22949452680288,139.07934948476426,131.1985688256132,132.27450561523438,18160077
2011-08-25,134.2187319608284,136.2479289959771,133.1144841796574,134.82276916503906,17495480
2011-08-26,134.98320723431803,138.23934275634713,130.92484259668274,131.8497772216797,15389329
2011-08-29,134.3980604119589,139.00384048294907,134.0205407959992,137.91845703125,17960125
2011-08-30,140.72157567491485,141.2689762204008,137.201164412941,140.11753845214844,16232188
2011-09-02,143.08110557530307,144.08154143943776,140.06091908813846,142.46763610839844,19816233
2011-09-05,141.193461557392,143.26983385149867,139.92876511265175,142.17501831054688,10451048
2011-09-06,141.2312163444811,146.0257562707708,141.2312163444811,144.5534210205078,19074648
