Date,Open,High,Low,Close,Volume
2011-07-18,180.17062040168426,180.58390518786126,178.57948569988093,179.28207397460938,6582763
2011-07-19,179.26141077282205,182.13371314384608,178.95144373406492,181.73077392578125,9822813
2011-07-20,183.08427197229494,183.24959417072634,179.53004472036113,181.05918884277344,11180149
2011-07-21,181.0075162081087,181.0075162081087,177.205312844578,177.88723754882812,7886175
2011-07-22,178.95143316985425,181.22449246700447,178.22818138681467,180.47024536132812,15303807
2011-07-25,184.32411959065405,184.32411959065405,181.6687844734064,182.433349609375,21905216
2011-07-26,183.54919249799764,183.941813702864,179.65400335941877,180.08795166015625,20462017
2011-07-27,180.81121249287722,180.81121249287722,177.5359434222172,177.88723754882812,13675826
2011-07-28,176.67838682907762,176.67838682907762,172.2149358952476,173.0311737060547,31299376
2011-07-29,173.5787718594983,175.07692061487953,170.09686713025795,171.0887451171875,21393442
2011-08-01,173.16547336979906,173.16547336979906,169.72489601263112,171.68798828125,14242019
2011-08-02,171.00604823571678,173.35142973201303,169.13595589671453,173.02081298828125,16570663
2011-08-03,170.84076557271595,172.79352618560088,170.08653221848772,170.48947143554688,14085375
2011-08-04,171.0990540015867,171.85328726881917,167.38983692478158,167.8651123046875,13737415
2011-08-05,165.2098099243882,165.2098099243882,160.97365776871575,163.6599884033203,26222826
2011-08-08,160.4983664656395,164.5691960156124,158.4939470144899,161.31459045410156,22242669
2011-08-09,155.6009538556406,160.97362792280208,155.6009538556406,158.14263916015625,32649029
2011-08-10,162.28578957505323,163.24667211170245,158.08064735107567,159.68211364746094,17746463
2011-08-11,158.77293756602504,162.20318400105836,158.0806947306145,159.56851196289062,10890149
2011-08-12,161.8002112695574,161.8002112695574,156.63417223413884,157.23342895507812,17222470
2011-08-16,157.04746488419607,159.58915053385712,155.95225533933728,156.87181091308594,11286937
2011-08-17,157.15075913145495,160.02307494941462,155.1876669761391,156.0142364501953,13545843
2011-08-18,156.57219539259822,157.04747086023596,152.2947161838583,153.16261291503906,17126872
2011-08-19,151.06515508970958,152.7079621545889,149.05040420101395,151.3751220703125,20399978
2011-08-22,151.0548462999448,157.0164594841151,149.93898707053833,156.42752075195312,15542731
