Date,Open,High,Low,Close,Volume
2011-07-18,90.61327675814789,90.7922632156477,89.78544902944604,90.23292541503906,2938749
2011-07-19,90.61328277224015,91.7095902599547,90.21055297429251,91.32923889160156,6131962
2011-07-20,91.28448481565141,92.78352197883136,91.06075174720789,92.06756591796875,12614826
2011-07-21,91.50822126498112,92.98489029679581,91.50822126498112,92.6716537475586,7399086
2011-07-22,93.29810828163811,93.61133456109057,92.4479124241386,92.8058853149414,13739478
2011-07-25,92.62689809509918,92.76113792802788,90.90412796790739,91.91094207763672,13968255
2011-07-26,91.7319500127432,92.47027416953067,89.33797062575921,89.89730834960938,9482766
2011-07-27,90.50139268169386,90.59088589816253,88.84574769333949,89.89730834960938,7730431
2011-07-28,88.75624958877196,92.62688731800425,88.75624958877196,92.2912826538086,24405891
2011-07-29,91.95568617865638,94.52865208600949,91.843814533348,93.2309799194336,19932826
2011-08-01,93.96932720352187,94.52866502292821,93.11913125998171,93.47710418701172,10656141
2011-08-02,92.94012709516322,93.23098519595251,90.76989079461922,91.62008666992188,11468200
2011-08-03,90.99363188363556,93.1638786174847,90.68040556999088,92.55978393554688,9986904
2011-08-04,91.68721459899646,92.51503207332439,89.13661665085776,89.47222137451172,15752998
2011-08-05,87.25723462963505,88.59965362393713,85.24360613818193,87.88369750976562,20137104
2011-08-08,86.76500206166664,88.51015065913626,84.86324544276486,87.2572250366211,13503763
2011-08-09,85.13174821606322,90.4343048046772,85.06462316281339,89.38274383544922,28803964
2011-08-10,90.38953964660593,90.76989097271618,87.70470193672499,88.19691467285156,13912494
2011-08-11,87.70470964675067,89.49459478278943,87.50334475243922,88.93525695800781,9546829
2011-08-12,89.36034250587478,89.91968025286526,87.48095415675462,88.59963989257812,12319560
2011-08-16,90.05393509764998,90.36716138484913,88.59964458818908,89.71833038330078,9747378
2011-08-17,89.49458778443196,91.7319593922869,89.27085472038374,91.39635467529297,14542533
2011-08-18,91.50821191171588,92.1794213150826,90.72514110234984,91.21735382080078,10754962
2011-08-19,90.38953753945873,91.62008471385347,88.66676739856895,89.13661193847656,19466640
2011-08-22,88.73389369595883,90.74752219242617,87.95082277522874,90.3895492553711,9153958
2011-08-23,90.38953906802129,91.37397477581615,89.04712022167367,90.92649841308594,17823949
2011-08-24,90.76988671675831,91.41871768669749,89.18135644731497,90.36715698242188,7468062
2011-08-25,90.45665698026023,91.19499146791442,89.94206580259763,90.54615020751953,12911407
2011-08-26,90.79225836163623,90.92649819758424,87.14535315491237,88.08505249023438,9318453
2011-08-29,88.59964027187014,90.83700151125267,87.2572214798721,90.36715698242188,11869501
2011-08-30,91.28449383867239,91.28449383867239,89.04713220755502,89.49459838867188,10490340
2011-09-02,92.179430335956,92.40317365353603,87.99556548954622,90.94888305664062,19310655
