Date,Open,High,Low,Close,Volume
2011-07-18,256.2008648448775,259.3063298733003,254.64813233066616,258.60760498046875,1180470
2011-07-19,257.55944249454376,258.3746173870324,255.81261884537204,256.8607177734375,1774965
2011-07-20,257.48180226987716,258.91808423734244,256.2008029934723,257.6370849609375,1974487
2011-07-21,258.33581652694875,261.0919066701712,257.28771756656386,259.1121826171875,1530879
2011-07-22,260.2379746598365,261.9459661822186,257.94768476120294,259.07342529296875,2064576
2011-07-25,258.72414075329397,259.30641563871023,256.00685795468473,257.1325988769531,2848687
2011-07-26,257.5206095498927,258.5298758644317,251.69786459799107,254.22105407714844,1420497
2011-07-27,255.65744334138483,255.65744334138483,250.06761953614486,253.09544372558594,1853575
2011-07-28,252.979016994182,255.5798493867481,248.47607728797777,250.64991760253906,9159189
2011-07-29,252.86248033001363,253.8717469109429,248.01019158936106,251.5426483154297,3824366
2011-08-01,252.7072485316694,254.10469849342584,249.67942448598313,250.72752380371094,1349396
2011-08-02,251.42622840389697,253.7164947496159,248.63130501412056,251.3485870361328,2364644
2011-08-03,248.8254254027183,251.11571570648667,246.10814306602714,249.98997497558594,2568934
2011-08-04,250.4945502545502,252.66838983512673,246.76800196329938,247.81610107421875,2150710
2011-08-05,244.55538803934925,248.8254027511474,242.30393047532868,247.54440307617188,2715088
2011-08-08,241.6439362066184,249.4464056335146,239.54773836721938,248.20423889160156,5022498
2011-08-09,243.7789725917863,250.6109852764684,241.17814123480778,248.0101776123047,2979527
2011-08-10,246.88445299627054,248.4371854050521,244.16717128090278,245.5646209716797,2655553
2011-08-11,246.41862779341807,246.41862779341807,244.24481190479298,244.9823455810547,1896062
2011-08-12,247.66072525576936,247.66072525576936,243.15781245551466,244.5940704345703,1844873
2011-08-16,245.3317575666781,245.3317575666781,240.36301784819545,241.02293395996094,2309861
2011-08-17,241.44992999958046,247.6608606748108,241.10055567197062,245.64230346679688,1950763
2011-08-18,246.76801860672262,248.82538444154468,244.94355317100576,245.95281982421875,1425028
2011-08-19,243.4296551180746,247.97140292116407,242.769762686887,245.09886169433594,1724375
2011-08-22,245.29291924420406,245.44817827413314,242.65325511442248,243.11907958984375,1601337
2011-08-23,243.77892505797766,247.89365539871116,243.39074205629296,247.00083923339844,2782892
2011-08-24,247.11730745320983,249.6793296672322,245.0211333066227,248.20423889160156,2993047
2011-08-25,248.8641812758467,251.8920284751058,247.66082311713777,248.6700897216797,7132173
2011-08-26,248.43724506031006,249.33006167118114,246.34104632798488,248.16551208496094,1486824
2011-08-29,248.43728637695312,249.8735691773851,247.1174538159452,248.43728637695312,3558243
2011-08-30,248.90308549956492,249.64061940215825,247.77734468399683,248.747802734375,4291158
2011-09-02,256.2009515762329,256.9773180961609,244.82718679785322,248.43728637695312,4706588
2011-09-05,249.52408257500755,249.52408257500755,245.8751757876669,248.3207244873047,1668142
2011-09-06,248.3208361375291,248.7866607880511,244.51664492844722,248.43728637695312,2156702
2011-09-07,248.4372257702808,250.37814159661113,247.15622606346685,248.82540893554688,2609747
2011-09-08,248.7090074734474,254.18238169939514,247.50562520955816,252.12501525878906,3610242
2011-09-09,252.43555262381128,262.41186648772305,252.31910239204137,258.646484375,5585928
2011-09-12,255.89033902776183,270.5636574629414,255.89033902776183,268.62274169921875,4858629
2011-09-13,269.20503844892926,270.05904619338776,264.08101567499966,265.0126647949219,3890429
2011-09-14,266.17722330197586,274.7948950262596,262.0624671922004,273.7467956542969,3575382
2011-09-15,275.22182722917694,275.45472761994506,268.70035566668224,271.1459045410156,3540391
2011-09-16,269.5931887302862,272.77629519323915,261.51898421674053,263.45989990234375,4985062
2011-09-19,263.57631806171787,263.96450115164674,260.2379529654556,262.2953186035156,1509561
