Date,Open,High,Low,Close,Volume
2011-07-18,291.1482020033109,293.87771639709194,285.4435269160888,286.7900695800781,805790
2011-07-19,286.380641140419,291.8578563517076,286.380641140419,291.0754089355469,1319150
2011-07-20,294.78754229028624,294.95130648326096,283.2325873965598,285.0613708496094,3121505
2011-07-21,282.04985135599935,284.59738729408144,278.45597924036207,280.202880859375,1606020
2011-07-22,282.3045906315812,287.09942786566216,281.5949179586766,285.6618957519531,1434195
2011-07-25,284.9703511801152,290.96618024661456,282.04977898511873,288.9736328125,1574155
2011-07-26,288.6007131673324,289.7925990913811,283.1871643015689,287.1995544433594,979160
2011-07-27,286.9629282286442,291.1481889987117,285.21605464364274,289.173828125,2230030
2011-07-28,287.1449230198909,294.5692055866976,284.1515477597633,291.8396911621094,5001755
2011-07-29,288.4187134783104,290.9480625994336,286.6809191598105,288.6097717285156,2764975
2011-08-01,288.4186325207929,293.45914257972,286.7809353037514,291.2391357421875,1762650
2011-08-02,289.32852126302623,293.69573311906464,288.05475345218633,290.86614990234375,2733920
2011-08-03,288.23667200180347,288.96455907332455,284.9703568603759,286.6353759765625,1630445
2011-08-04,285.6891818044009,285.9985234464024,280.4121315908698,280.9762268066406,851945
2011-08-05,275.3170072346981,279.7115129228607,268.6751726230665,278.537841796875,3373740
2011-08-08,273.4974139767981,285.67105556077723,272.7695266360596,281.3766174316406,3381550
2011-08-09,264.4080958683431,274.75298069542754,264.4080958683431,271.4047546386719,5483890
2011-08-10,274.5891412839395,275.4989794296995,268.2202742636196,270.45849609375,1221740
2011-08-11,269.3121603242698,275.3443932227519,269.0482994197245,269.89447021484375,1450545
2011-08-12,272.95146207730255,274.37991472602783,269.0846496978741,270.3857116699219,1011530
2011-08-16,272.22359524845234,276.0448989544477,271.61399144925065,273.424560546875,1229375
2011-08-17,275.5899221648996,276.58164224404214,268.03827793932857,273.64288330078125,863545
2011-08-18,276.4088031146254,276.4088031146254,263.9895186279507,266.1549377441406,959075
2011-08-19,262.0515991038879,269.648753938338,253.76298609002993,256.9656066894531,4243135
2011-08-22,256.9655748669254,265.6727323832009,252.2253260122551,263.953125,1290885
2011-08-23,264.76288917328134,265.49074855255884,259.3948498944568,262.9796142578125,1144450
2011-08-24,263.48915392491364,264.7629218790236,260.5230724441541,263.4163513183594,591615
2011-08-25,267.67441464290386,271.09538745911897,263.36176261187194,264.9539794921875,3284205
2011-08-26,265.6727044311895,271.1317326044331,261.04163219614753,264.0713806152344,1511705
2011-08-29,264.2169390730454,272.3690794523088,263.334395137722,266.9191589355469,1675285
2011-08-30,269.6760386589238,273.31539148229945,264.06235247785963,272.2236022949219,1786640
2011-09-02,280.3848198329693,283.2689910644645,272.4146291821979,274.3798828125,2654480
2011-09-05,274.5891085527065,274.5891085527065,268.42040777040995,269.5213317871094,1268790
2011-09-06,268.2293728523089,269.9944610192627,266.236825156274,268.34765625,1640060
2011-09-07,269.6669367875549,270.8406079841694,266.24593653223224,268.06561279296875,1908495
2011-09-08,267.6743408275543,270.0217105638586,264.21693989552284,268.556884765625,1507780
2011-09-09,268.4022406239741,270.2128095654184,265.7000203450159,267.0920715332031,1666415
